variance	energy	centroid	frequency	c5	c6	c7	c8	c9	c10	target
383.10658	225.0561	1772.2215	3.582387	0.4615287	0.3658664	5.189592	-0.0019286	824.27	372.1229	sintos
406.32653	227.2775	1609.3614	3.530741	0.5110878	0.3217078	6.394444	-0.00200038	618.57	189.3582	sintos
429.54649	227.7449	1650.5178	3.492999	0.4301523	0.3571845	7.805608	-0.001858843	715.88	277.0033	sintos
452.76644	227.9432	1752.4676	3.436938	0.4595736	0.3969047	8.619418	-0.001568655	783.72	118.0426	sintos
475.98639	223.692	1411.7146	3.407211	0.5494546	0.3011392	4.476417	-0.002043618	525.41	377.1587	sintos
34.80726	225.132	2548.41	4.09511	0.16985007	0.3861884	9.02432	-0.001813871	555.44	179.03651	sintos
58.02721	204.7349	2329.501	4.056784	0.13017861	0.3423432	7.52509	-0.00195037	581.16	208.43068	sintos
81.24717	197.5095	1871.515	3.845823	0.11741518	0.3663909	7.732362	-0.001914624	866.88	450.41666	sintos
174.12698	222.2528	1709.717	3.653971	0.18935336	0.3021427	9.163243	-0.001807033	698.69	241.17876	sintos
243.78685	226.5039	2550.503	3.878616	-0.01454038	0.3813318	10.569335	-0.001393211	881.86	170.62523	sintos
267.0068	205.48	2099.241	4.049812	0.12638053	0.3062002	11.181032	-0.002535685	616.81	109.37266	sintos
290.22676	201.4943	1792.208	4.030154	0.20176257	0.3011476	9.038715	-0.002927922	602.98	31.88469	sintos
313.44671	211.2603	1657.59	3.918446	0.16632958	0.3010411	8.421526	-0.00256806	601.97	50.73364	sintos
336.66667	223.4202	2814.837	4.178469	0.08560368	0.3616703	12.356137	-0.002257086	612.88	79.72192	sintos
359.88662	202.6175	3106.059	4.403467	0.08257305	0.4176107	12.522022	-0.002251022	638.12	160.49151	sintos
383.10658	189.5737	2168.279	4.207476	0.10924203	0.3812352	10.742325	-0.002162096	622.91	124.74884	sintos
406.32653	199.3212	1877.744	4.064087	0.10492951	0.360268	8.683214	-0.002366061	579.41	288.5989	sintos
429.54649	207.9786	1879.479	4.012587	0.12491685	0.4001944	10.452454	-0.002107792	3474.09	586.91782	sintos
452.76644	202.8643	1728.984	3.796774	0.20797276	0.3812535	7.080576	-0.001845173	632.25	411.83352	sintos
475.98639	213.4107	1941.258	3.71742	0.15381484	0.400205	6.49939	-0.001583366	1791.48	198.72335	sintos
11.5873	195.3849	1605.158	3.632766	0.216108392	0.3113671	6.682398	-0.002536556	515.71	147.97817	sintos
34.80726	187.5581	1597.79	3.34912	0.412502162	0.3013596	8.407677	-0.0020171	660.95	273.79878	sintos
58.02721	185.0235	1281.938	3.309198	0.35298879	0.2319469	7.989687	-0.002417819	495.7	473.35775	sintos
81.24717	183.9707	1320.496	3.229435	0.43916788	0.2168348	6.056659	-0.002526942	551.13	66.61387	sintos
104.46712	182.4788	1506.475	3.235201	0.369004401	0.2580022	4.938817	-0.001874614	445.44	313.58703	sintos
127.68707	183.1166	1227.637	3.231497	0.382213524	0.2148948	3.80831	-0.002666771	431.12	263.15048	sintos
150.90703	183.227	1159.145	3.247393	0.357581368	0.2237111	7.425036	-0.002559149	462.68	187.97187	sintos
174.12698	180.4098	1279.892	3.165151	0.393643109	0.2289187	11.317986	-0.002147587	534.92	148.41186	sintos
197.34694	181.9393	1111.406	3.181164	0.329185808	0.2041062	5.413093	-0.002426179	464.32	305.12918	sintos
220.56689	182.0733	1317.456	3.265809	0.319128728	0.2333894	8.200369	-0.002237212	564.13	264.22401	sintos
243.78685	179.5578	1288.558	3.283645	0.343748545	0.239352	8.814661	-0.002280079	775.06	133.64936	sintos
267.0068	182.3297	1272.249	3.24244	0.377259313	0.22788	6.995141	-0.002545588	542.17	155.11059	sintos
290.22676	171.6581	1325.373	3.355013	0.246053358	0.2116627	8.341492	-0.002749974	803.7	289.60381	sintos
313.44671	172.5374	1592.493	3.569045	0.362284447	0.2967291	10.116643	-0.002762225	768.65	137.1133	sintos
336.66667	204.0239	2478.977	3.993642	0.114263686	0.316138	10.388268	-0.002343354	742.63	110.49266	sintos
406.32653	231.7646	3647.531	4.127838	-0.09257953	0.4496649	10.463504	-0.001807379	756.73	94.39835	sintos
475.98639	175.4398	2123.727	3.840779	0.068393568	0.4370902	9.680081	-0.00181913	587.22	164.68076	sintos
34.80726	204.0928	1713.699	3.768842	0.04712504	0.3510488	10.938689	-0.002164172	522.54	219.222	sintos
58.02721	226.7567	1631.558	3.821822	0.19092778	0.3098402	7.724385	-0.002639713	566.06	281.34843	sintos
81.24717	222.8422	1418.581	3.672025	0.23855943	0.2510676	8.462949	-0.002682752	442.76	93.92852	sintos
104.46712	188.8168	1526.248	3.370419	0.09482136	0.3010814	5.92456	-0.001628153	3864.42	399.79174	sintos
197.34694	218.9623	1533.705	3.501979	0.03782835	0.2411162	7.671503	-0.002461045	444.6	232.35424	sintos
220.56689	189.4631	1484.653	3.468283	0.04705626	0.2200002	9.810334	-0.00235826	492.5	166.36606	sintos
243.78685	200.3886	1507.683	3.725763	0.14372398	0.270681	8.946718	-0.003130302	557.65	209.33452	sintos
267.0068	225.3801	1310.572	3.767653	0.05006388	0.220956	7.150986	-0.003568808	552.49	139.43738	sintos
290.22676	220.9154	1480.816	3.79573	-0.05246466	0.2549681	7.86326	-0.00314947	571.92	76.65971	sintos
313.44671	189.4322	1369.796	3.586671	-0.05053913	0.2154574	7.913861	-0.002331913	472.35	217.25543	sintos
336.66667	182.7148	1319.802	3.441789	0.04058704	0.2286162	7.438915	-0.001973758	423.5	239.11993	sintos
406.32653	183.9005	1917.073	3.623096	0.33138428	0.4852942	8.648386	-0.001591769	560.84	272.76842	sintos
429.54649	183.7903	1979.822	3.781892	0.41217139	0.4963807	9.827964	-0.001829352	518.5	244.52972	sintos
452.76644	182.4177	2076.085	3.73509	0.50539192	0.4810251	8.232368	-0.001637879	527.62	420.29717	sintos
475.98639	182.0476	2139.599	3.724493	0.43157048	0.4943155	8.846905	-0.001513619	749.58	500.75278	sintos
11.5873	227.835	1745.214	3.560228	-0.032849772	0.272572	8.951678	-0.001908545	693.2	451.76791	sintos
34.80726	225.7722	1558.271	3.564625	0.080627091	0.2532773	9.619584	-0.002159108	543.99	208.85323	sintos
243.78685	183.1131	2631.831	3.818375	0.187089581	0.5271876	8.487307	-0.00147037	527.69	247.48706	sintos
267.0068	183.7485	2362.157	4.041908	0.175878624	0.4335199	8.873153	-0.00223489	516.96	256.36431	sintos
290.22676	185.4099	2023.936	4.010105	0.039905145	0.3830329	9.609566	-0.002529385	694.81	229.99711	sintos
313.44671	184.5984	1822.534	3.89073	-0.007359808	0.3399293	13.03461	-0.002426331	656.36	117.92572	sintos
359.88662	179.0968	1458.849	3.402379	0.174906467	0.2654928	19.301222	-0.001819683	532.22	76.91654	sintos
81.24717	268.7224	1332.025	3.283553	0.3456284	0.2389955	3.112332	-0.001685064	547.43	271.8962	sintos
104.46712	268.7224	1389.014	3.265477	0.2052583	0.2441167	6.022982	-0.001611532	507.97	479.9017	sintos
127.68707	296.1654	1358.951	3.375636	0.3441318	0.2692529	2.266475	-0.002035027	454.01	326.6913	sintos
150.90703	256.2366	1668.08	3.705815	0.1183959	0.3386009	6.153032	-0.001899492	705.63	168.9855	sintos
174.12698	226.3589	1630.75	3.749701	0.1372287	0.3387666	7.66708	-0.002367753	863.78	333.4788	sintos
197.34694	194.9469	1993.038	3.789349	0.2514082	0.3997304	13.773403	-0.002116616	891.31	222.24	sintos
220.56689	200.0198	1881.332	3.729568	0.2879577	0.3988345	9.677821	-0.00187149	879.65	337.047	sintos
243.78685	226.1283	1774.901	3.770926	0.3771037	0.4235625	7.758984	-0.002326576	904.14	299.9443	sintos
267.0068	226.5042	1756.009	3.714664	0.3703395	0.4214432	6.581014	-0.002359588	1785.39	549.1979	sintos
290.22676	226.39	1545.635	3.786968	0.4607868	0.3414122	6.700498	-0.003074992	567.07	265.7562	sintos
313.44671	222.1477	1877.108	3.773224	0.3681664	0.3951747	8.405733	-0.002115322	982.3	428.7318	sintos
336.66667	202.8337	1868.138	3.799597	0.4781347	0.36616	9.215235	-0.002339677	569.26	203.1807	sintos
359.88662	198.3719	1890.869	3.754233	0.3129462	0.3870036	9.734017	-0.002060654	600.15	344.4321	sintos
383.10658	200.1798	1995.449	3.750713	0.3749903	0.3976513	8.934542	-0.001982407	933.03	291.2246	sintos
406.32653	220.0883	1726.266	3.786686	0.4193682	0.3580895	6.898086	-0.002703935	503.56	244.1436	sintos
429.54649	225.79	1801.664	3.764819	0.4626875	0.3697601	9.416418	-0.002297671	604.24	160.4418	sintos
452.76644	227.3817	1819.226	3.763174	0.4626658	0.3643585	6.659702	-0.002595388	534.27	262.6518	sintos
475.98639	225.3085	2090.009	3.684338	0.3794318	0.455479	9.539724	-0.001670354	713.48	176.8714	sintos
11.5873	239.3212	1764.589	3.780368	0.2497395	0.2496346	6.163403	-0.00212246	502.28	123.4404	sintos
34.80726	217.4466	1655.708	3.89351	0.09300008	0.2424243	9.23545	-0.002656266	609	263.5889	sintos
58.02721	211.314	2107.951	3.896327	0.1979567	0.3923314	9.338148	-0.001915833	552.21	136.3815	sintos
81.24717	263.6604	1856.018	3.739774	0.2443187	0.3428439	7.966068	-0.0018738	476.63	113.4454	sintos
104.46712	309.5092	1732.194	3.739319	0.2182279	0.2936781	7.065197	-0.002161143	638.4	190.6136	sintos
127.68707	268.1614	1833.83	3.685807	0.2649611	0.3301208	6.45685	-0.001832092	669.92	232.7731	sintos
150.90703	198.3941	1692.917	3.643449	0.2383253	0.3238117	7.805925	-0.001802202	588.52	184.5663	sintos
174.12698	183.3703	1538.959	3.655765	0.3078375	0.3124087	11.738173	-0.002105382	543.91	140.0402	sintos
197.34694	215.0152	1308.386	3.633605	0.2533059	0.2670795	8.356633	-0.002685993	1616.47	390.4364	sintos
220.56689	227.8797	1287.728	3.669951	0.2105442	0.2298537	4.410346	-0.002892538	1108.31	447.4834	sintos
243.78685	193.6395	1559.231	3.691	0.1463281	0.253791	6.268374	-0.002325966	811.53	281.4633	sintos
267.0068	226.7457	1605.267	3.527715	0.06617401	0.2492562	9.001517	-0.001774964	669.46	150.2855	sintos
290.22676	226.7457	1620.304	3.514179	0.1096359	0.2909779	6.882149	-0.001677521	575.4	286.5975	sintos
313.44671	257.4917	2325.246	3.939337	0.05675627	0.3542051	7.199917	-0.001937588	788.31	248.7644	sintos
336.66667	278.949	2042.066	3.877581	9.98801E-06	0.3264964	9.32637	-0.001853557	625.34	249.1619	sintos
383.10658	185.23	1801.999	3.771833	0.04946006	0.2959264	7.098035	-0.001984004	761.54	202.774	sintos
406.32653	183.625	2043.739	3.898244	-0.01129596	0.3313183	7.001084	-0.002054545	740.15	313.1324	sintos
429.54649	183.5174	1820.085	3.832214	0.006595129	0.3108426	8.274776	-0.001998121	653.4	457.1573	sintos
452.76644	183.0526	1706.43	3.74436	0.01745199	0.3113584	11.187616	-0.001904967	670.84	162.0588	sintos
11.5873	245.8248	1313.052	3.576062	-0.01173524	0.2251827	6.751366	-0.002282047	515.8	190.94642	sintos
34.80726	245.8248	1429.99	3.492241	0.044806497	0.2567737	8.945485	-0.002004767	643.37	203.72659	sintos
81.24717	273.7545	1479.842	3.596882	0.019760598	0.2575768	8.753738	-0.001959687	629.91	91.55304	sintos
104.46712	295.8316	1527.909	3.557424	0.011928083	0.2572508	6.833122	-0.001830723	615.78	126.41185	sintos
127.68707	278.4375	2050.989	3.798122	0.007477259	0.3156709	5.393536	-0.001760344	549.19	240.35261	sintos
150.90703	270.1091	1649.121	3.651732	0.179194303	0.3038082	5.756641	-0.001977188	584.84	181.00567	sintos
174.12698	255.247	1701.601	3.558991	0.145547301	0.3349685	5.546758	-0.001699573	541.46	269.4009	sintos
197.34694	205.1389	1484.169	3.629397	0.185320161	0.2574284	4.679132	-0.002340685	412.05	239.26577	sintos
220.56689	187.1145	1681.722	3.536774	0.121209083	0.3045138	10.692948	-0.001835169	580.27	80.38488	sintos
243.78685	191.954	2385.804	3.923732	0.353081885	0.4545809	8.489286	-0.001887223	523.19	186.42306	sintos
267.0068	203.9866	2136.92	3.849492	0.250157255	0.3792443	5.882293	-0.002248435	558.18	288.88423	sintos
290.22676	193.9936	2109.337	3.926281	0.315416199	0.3516616	6.042375	-0.002739713	455.09	313.01447	sintos
313.44671	183.8022	2833.585	3.890054	0.243572179	0.512305	8.909438	-0.001631774	594.76	569.29176	sintos
336.66667	183.1585	2209.472	3.853177	0.254157595	0.4357051	9.600812	-0.001919228	485.26	171.52016	sintos
359.88662	183.4161	1980.033	3.881241	0.241792912	0.3778039	7.377425	-0.00227381	471.14	449.66551	sintos
406.32653	201.7424	2118.758	3.907265	-0.012785133	0.4195855	7.647611	-0.002207118	557.6	501.54589	sintos
429.54649	186.3699	1773.269	3.796688	0.027010657	0.3924041	6.993603	-0.002170259	642.03	471.13121	sintos
452.76644	183.3475	1561.867	3.754489	-0.108030243	0.3087007	7.591757	-0.002462816	747.78	138.30267	sintos
475.98639	183.4214	1560.549	3.970523	-0.121220757	0.2415844	9.607807	-0.003794016	806.04	211.07988	sintos
11.5873	177.7895	1301.022	3.355145	0.05152215	0.2155743	6.762212	-0.002401245	621.64	244.9562	sintos
34.80726	207.2987	1336.738	3.406391	0.35522736	0.2036932	7.649502	-0.002848562	631.79	166.0438	sintos
58.02721	243.3452	1480.457	3.49439	0.22390313	0.2835928	6.488355	-0.002579368	768.37	361.0084	sintos
81.24717	238.9747	1959.222	3.725447	0.22091088	0.392873	8.068172	-0.002235316	657.36	312.1427	sintos
104.46712	287.0504	2381.318	3.893859	0.24404938	0.4185653	5.415615	-0.002179792	651.1	252.4287	sintos
127.68707	322.8187	2255.937	4.024888	0.28153954	0.3576432	5.74206	-0.002964822	637.47	198.2009	sintos
150.90703	324.9421	2543.81	4.108728	0.053858	0.3594779	6.549047	-0.002830117	713.73	329.1665	sintos
174.12698	234.4657	2854.085	3.981201	0.15484703	0.4707254	8.986035	-0.001908103	636.07	416.0224	sintos
