variance	energy	centroid	frequency	c5	c6	c7	c8	c9	target
0.072721995	246.0695004	349.8407647	5.694252128	0.029807093	0.461987664	-0.00023214	261.49	240.702610372373	sintos
0.004689389	246.5570239	318.0301605	2.392642544	0.028634139	1.750384241	-0.00019209	237.11	451.487484316544	sintos
0.052643555	317.4705869	282.8125752	2.756728536	0.074782365	-2.928539426	-0.000240902	394.91	288.976721005888	sintos
0.071002283	317.4705869	319.4276256	5.108122393	0.075711102	-2.869506355	-0.000336516	358.03	104.887218313313	sintos
0.091959751	323.0922191	375.2018839	8.249301638	0.010425122	-1.482394134	-0.000389085	372.68	221.930027647566	sintos
0.001100112	325.10839	372.0694487	11.91485632	0.001159191	-1.962900754	-0.000453296	346.89	101.447787455063	sintos
0.011578392	317.8251903	378.4885101	13.97573202	0.090791849	-2.055882426	-0.000511879	346.68	109.312704538783	sintos
0.010591159	307.9980086	374.3394336	11.41517296	0.012819792	-1.338364775	-0.000431849	340.74	117.053397354992	sintos
0.081181581	295.1426584	326.9108672	7.105756147	0.01048608	-2.104816562	-0.000365903	320.37	156.366118982970	sintos
0.051530638	295.1426584	325.2861077	2.911578697	0.011790917	-1.439743218	-0.000228645	872.32	262.760962139101	sintos
0.067342559	288.0522508	293.800887	4.510881272	0.012278387	-2.93078815	-0.00033171	300.88	133.313238755479	sintos
0.089839253	321.4611746	361.6568984	7.438382632	0.091987414	-2.112916859	-0.000410727	361.21	144.838718500315	sintos
0.010314542	318.4302929	372.4765056	10.70773717	0.089918064	-2.114961274	-0.00044637	352.44	179.547625286066	sintos
0.010823704	305.2406431	317.6509758	11.90584336	0.073944945	-1.934876875	-0.000439077	345.35	120.030453607586	sintos
0.010180485	308.9231888	332.5977414	11.08431244	0.088848292	-2.902973854	-0.000408007	341.29	108.835819696566	sintos
0.099656079	299.6576584	315.9170891	9.850250941	0.096109315	-2.531442659	-0.000378856	339.14	110.861554491126	sintos
0.010531597	312.744962	316.1369617	11.75804738	0.092657972	-2.944550944	-0.000411252	328.98	99.848862455594	sintos
0.010437516	298.2648111	310.6614509	11.46384561	0.097612294	-2.421318459	-0.000412056	320.42	86.331458377037	sintos
0.076166249	302.8222947	325.1153472	6.35400188	0.012137663	-1.923249536	-0.000316442	321.78	173.962487217624	sintos
0.046558525	274.6546174	263.6222557	2.238283149	0.010594154	-1.477404442	-0.000192071	1126.91	266.565474079259	sintos
0.08072422	312.2836418	306.0133594	6.272212811	0.079963139	-3.381493122	-0.000334395	335.30	118.091028214098	sintos
0.00101269	312.121615	321.5255635	10.6839098	0.089287234	-3.089861049	-0.000392054	330.27	71.014626769999	sintos
0.01023882	315.7912671	358.4844484	11.00823279	0.065638271	-2.215509915	-0.000380125	343.86	98.268539205881	sintos
0.001041507	321.4894903	378.1763436	10.66614497	0.086148543	-2.278959738	-0.000398442	355.03	116.755301860660	sintos
0.010462926	327.6210015	378.6126556	11.33960971	0.007341254	-2.547473785	-0.000410021	355.15	126.986836373791	sintos
0.099987904	327.5329385	340.8694738	10.11376339	0.059836705	-2.999251992	-0.000400102	342.45	101.943711740858	sintos
0.094489803	321.6436936	360.1816152	9.615383036	0.073626123	-3.304473222	-0.000390503	341.20	97.751900747038	sintos
0.08006837	315.8831586	324.9535513	6.876274833	0.00954152	-2.611470256	-0.000353673	361.94	171.564917915007	sintos
0.071155354	267.5463299	306.9435287	4.783692994	0.089171526	-0.604062828	-0.000314057	330.21	166.498031134829	sintos
0.075509341	265.2690617	293.853835	5.585359605	0.006335949	-1.57862518	-0.000339209	302.82	62.559099324899	sintos
0.083442127	267.2962662	283.5281996	7.288254562	0.069944505	-2.177609686	-0.000364155	294.59	93.246652681056	sintos
0.090980223	260.108743	277.0565117	8.255880005	0.001183741	-1.674431937	-0.000353815	286.17	75.841392702938	sintos
0.086959628	263.3996345	281.0106943	7.546460124	0.080804741	-1.799942544	-0.000365096	282.85	112.211460700343	sintos
0.076827721	265.6696805	284.6332106	6.417601953	0.012684316	-1.390716778	-0.000350083	281.33	182.234827057120	sintos
0.073208107	256.4841612	282.0939867	5.505361672	0.015452741	-0.600080216	-0.00031745	274.91	387.534532464872	sintos
0.066802706	210.8408333	334.7657408	4.659206784	0.01839694	2.982856092	-0.000311226	306.22	533.445125735286	sintos
0.060091575	204.0964679	298.2488622	3.722165743	0.002509541	2.02581468	-0.000287065	1255.90	373.531760451302	sintos
0.057138363	205.4011528	318.1238441	3.240964563	0.002555124	2.854877083	-0.000265371	236.90	485.788846685805	sintos
0.054152962	204.8979955	307.6556976	3.087060852	0.022372214	1.955284407	-0.000265184	239.31	447.845275132306	sintos
0.054995999	214.0352426	305.1024282	3.197606577	0.01853119	0.413283505	-0.000272337	1135.90	231.757404091577	sintos
0.056004155	241.4340554	290.2573552	3.198311705	0.016530426	0.317280754	-0.00027732	1167.64	334.564563298974	sintos
0.052043859	196.6198336	301.2239149	2.731586232	0.01714976	1.084770109	-0.000259658	1105.83	297.110931589651	sintos
0.050192288	183.6646855	347.440039	2.517369028	0.001524714	2.694329607	-0.000284335	1144.61	177.352774612401	sintos
