variance	energy	centroid	frequency	RMS	KURTOSIS	ENTROPIA	MOMENTO	target
0.002958816	4.07711E-05	22062.09309	43.06640625	0.054396224	3.222992921	3.382276423	0.00295593	sintos
0.00448317	5.59042E-07	22092.08019	43.06640625	0.066923836	3.285171251	3.484051196	0.004478796	sintos
0.006324973	-2.97724E-05	22076.10142	43.06640625	0.079502064	3.045442465	3.512888212	0.006318802	sintos
0.007615369	6.79082E-06	22089.65134	12575.39063	0.087223958	2.970786712	3.668125562	0.007607939	sintos
0.006882835	-3.07457E-05	22076.28514	12618.45703	0.08293368	3.00809426	3.62844915	0.00687612	sintos
0.004708431	3.42762E-05	22070.59782	86.1328125	0.068602113	2.94975905	3.603193975	0.004703837	sintos
0.002511165	-8.88298E-05	22011.87908	43.06640625	0.050235107	3.235602929	3.139040102	0.002508715	sintos
0.001168405	6.0322E-05	21970.53944	43.06640625	0.034269138	2.812999192	3.209255889	0.001167265	sintos
0.004351809	-9.75598E-05	21919.46589	215.3320313	0.06607078	3.856836298	3.596179386	0.004347563	sintos
0.007737381	0.000142062	21901.78852	215.3320313	0.088136517	2.29471468	4.050327769	0.007729832	sintos
0.007573198	5.94883E-05	22012.57031	215.3320313	0.087019848	2.181965261	3.97569973	0.00756581	sintos
0.006619194	-8.50771E-05	21967.09527	215.3320313	0.081401606	2.25294606	3.744599667	0.006612736	sintos
0.005400467	4.72792E-05	22008.43474	215.3320313	0.073481494	2.278445249	3.798953178	0.005395198	sintos
0.004518494	-5.76121E-05	22002.54131	215.3320313	0.067233087	2.403592898	3.637569814	0.004514086	sintos
0.003664192	3.89139E-05	22019.76851	215.3320313	0.060526998	2.37418972	3.627662142	0.003660617	sintos
0.003135013	-4.77101E-05	22005.1317	215.3320313	0.056001361	2.324634852	3.428691837	0.003131955	sintos
0.003087887	4.19494E-06	22086.18821	215.3320313	0.055541848	2.328340641	3.544957749	0.003084875	sintos
0.002507661	3.89199E-05	22004.2066	215.3320313	0.050080713	2.47400204	3.413632988	0.002505215	sintos
0.0025353	2.94358E-06	22087.14291	215.3320313	0.050327293	3.096188719	3.341349107	0.002532826	sintos
0.003034713	-9.98175E-05	21839.74548	215.3320313	0.055226798	2.484401262	3.313994484	0.003031753	sintos
0.002472775	3.31542E-05	21988.40061	215.3320313	0.049724517	2.230210199	3.41398066	0.002470362	sintos
0.002180224	6.24523E-05	21905.84736	215.3320313	0.046745721	2.762254859	3.300106659	0.002178097	sintos
0.001919407	-9.59638E-06	22064.77356	215.3320313	0.043791424	2.518679319	3.085017947	0.001917534	sintos
0.001673944	-6.78508E-05	21866.40528	215.3320313	0.040998135	2.14790445	3.042687041	0.001672311	sintos
0.001650205	4.78782E-05	21903.21215	215.3320313	0.040654433	2.615626527	3.167882403	0.001648595	sintos
0.001491844	-5.48072E-05	21916.18751	215.3320313	0.038678487	2.443870242	2.753279787	0.001490388	sintos
0.001693492	2.30268E-05	22023.01737	215.3320313	0.041144335	2.294754778	2.942864429	0.00169184	sintos
0.002691998	9.23086E-05	21915.68324	215.3320313	0.052010223	2.71649956	3.465951712	0.002689372	sintos
0.005124107	-0.000123537	21891.70578	430.6640625	0.071743025	2.383002782	3.574898405	0.005119108	sintos
0.006633274	6.70697E-05	21995.76775	430.6640625	0.081458108	2.404141468	3.886577243	0.006626802	sintos
0.0060541	0.000162123	21872.86011	387.5976563	0.078082946	2.92713406	3.95076349	0.006048193	sintos
0.005779433	-0.000154375	21854.10644	387.5976563	0.076271588	2.58928543	3.517085617	0.005773795	sintos
0.004486712	-6.32917E-05	21975.54995	387.5976563	0.067005189	2.804265429	3.459486222	0.004482334	sintos
0.002252358	0.000125845	21774.3394	387.5976563	0.047745896	2.741618727	3.56838785	0.00225016	sintos
0.001269505	-0.000130729	21683.52332	387.5976563	0.036056329	2.528637754	2.723299585	0.001268266	sintos
0.001215523	8.36153E-05	21755.74595	43.06640625	0.035033416	2.138009655	3.138303536	0.001214338	sintos
0.001263716	9.89484E-05	21696.35963	43.06640625	0.035780615	2.365289976	3.036556439	0.001262483	sintos
0.001811841	-0.000118067	21733.57142	215.3320313	0.042843454	2.390866032	2.791054492	0.001810073	sintos
0.002254368	-8.66198E-05	21831.56497	215.3320313	0.047606391	2.130797469	3.106963989	0.002252169	sintos
0.001716269	0.000103805	21734.54188	215.3320313	0.041652213	2.3973149	3.31603008	0.001714594	sintos
0.001327515	3.44399E-05	21981.61507	215.3320313	0.036446014	2.052837471	2.942510256	0.00132622	sintos
0.001018271	-0.000129359	21706.01115	215.3320313	0.03237651	2.269220476	2.506415469	0.001017277	sintos
0.000559169	6.82854E-05	21829.3866	215.3320313	0.023816299	2.389314233	2.887295609	0.000558624	sintos
0.000314227	1.21372E-05	22036.497	172.265625	0.01772507	2.800308034	2.41741895	0.00031392	sintos
0.00019479	-4.69858E-05	21814.14314	43.06640625	0.014094072	3.772470037	2.022873811	0.0001946	sintos
0.000231602	6.45082E-05	21755.49687	129.1992188	0.015464888	3.23578997	2.625605412	0.000231376	sintos
0.000522139	-5.80424E-05	21813.23537	43.06640625	0.022975935	2.509992374	2.51461851	0.000521629	sintos
0.000469305	-3.70431E-05	21907.80834	43.06640625	0.021710434	2.579058282	2.530204857	0.000468848	sintos
0.000294342	0.000103149	21498.95822	86.1328125	0.017706998	2.300771109	2.793104178	0.000294054	sintos
0.00049175	6.10226E-05	21770.86994	86.1328125	0.022318953	2.05659933	2.722506928	0.00049127	sintos
0.000757008	-0.00016692	21445.41319	43.06640625	0.02842366	2.410815788	2.178372812	0.000756269	sintos
0.000991727	-3.35157E-05	21955.22242	43.06640625	0.031509644	2.256322208	2.599909656	0.000990759	sintos
0.000749092	0.000190229	21278.07188	43.06640625	0.028558357	2.257129969	3.217991809	0.000748361	sintos
0.000589649	2.92638E-05	21972.88536	86.1328125	0.024304414	2.31669699	2.708275822	0.000589074	sintos
0.000694154	-0.000167102	21334.03031	86.1328125	0.027298602	2.293384683	2.044346544	0.000693477	sintos
0.000697714	-3.7873E-05	21905.49509	43.06640625	0.02644928	1.708414237	2.760887074	0.000697033	sintos
0.000587757	0.000114844	21517.9333	43.06640625	0.024726439	1.964502789	3.063670949	0.000587183	sintos
0.000534192	2.98045E-05	21936.79457	43.06640625	0.023137808	1.939610187	2.710993771	0.000533671	sintos
0.00040394	2.12919E-05	21983.14681	86.1328125	0.020109333	2.23571378	2.47245094	0.000403546	sintos
0.000439838	-4.3851E-05	21848.41463	86.1328125	0.02104661	2.35908805	2.169898421	0.000439408	sintos
0.000356124	5.84248E-05	21799.85633	129.1992188	0.019027874	2.567873994	2.685399518	0.000355776	sintos
0.000560084	-6.66522E-05	21711.4852	43.06640625	0.02382657	2.432351639	2.603331358	0.000559537	sintos
0.000656059	-8.03853E-05	21714.60074	43.06640625	0.025835599	2.425744032	2.467450127	0.000655418	sintos
0.000345633	0.000119248	21438.64892	86.1328125	0.01927856	3.056634811	2.886094433	0.000345296	sintos
0.000339634	-3.00635E-05	21900.683	43.06640625	0.018464726	2.850332718	2.398981607	0.000339303	sintos
0.000368332	-6.27155E-05	21700.51608	86.1328125	0.019371372	2.466583386	2.317235532	0.000367973	sintos
0.000409469	0.000105343	21580.14803	43.06640625	0.020723213	3.780215692	2.916822131	0.000409069	sintos
0.001012487	-5.55209E-05	21881.65058	43.06640625	0.03189331	3.054796254	2.919905702	0.001011499	sintos
0.000796848	-1.38632E-05	22041.95779	43.06640625	0.028221468	4.466843154	2.842224329	0.000796071	sintos
0.000129208	3.23611E-05	21827.70787	43.06640625	0.011446152	2.897989045	2.182135389	0.000129082	sintos
0.000100724	-6.94912E-05	21527.56213	129.1992188	0.01046965	2.542741848	1.565584027	0.000100626	sintos
0.000236909	4.37096E-05	21767.26101	86.1328125	0.015499946	2.404847351	2.503691993	0.000236678	sintos
0.000263366	5.67158E-06	22055.91795	129.1992188	0.016222386	2.195750599	2.328694678	0.000263109	sintos
0.000414998	-6.48314E-05	21754.80062	43.06640625	0.020553376	2.164883313	2.353855254	0.000414593	sintos
0.000739822	8.39738E-05	21609.70407	43.06640625	0.02742909	1.844331429	3.090322357	0.0007391	sintos
0.000893175	-7.50505E-05	21758.48149	43.06640625	0.030047568	1.938046545	2.635993366	0.000892303	sintos
0.001321539	5.26879E-06	22075.01261	43.06640625	0.036335978	1.986292692	2.936577343	0.00132025	sintos
0.001061593	9.12453E-05	21670.91486	43.06640625	0.032802857	2.356154276	3.111797091	0.001060557	sintos
0.000362381	-0.000125091	21557.50392	43.06640625	0.019772221	2.823633576	2.081052703	0.000362027	sintos
0.000707464	2.9932E-05	21944.58649	86.1328125	0.026615976	2.231235346	2.78488635	0.000706774	sintos
0.000917663	7.80388E-05	21727.26239	43.06640625	0.030465847	1.700278128	2.912811464	0.000916767	sintos
0.000442074	-5.07289E-05	21813.22316	43.06640625	0.021129759	2.636914294	2.279513151	0.000441643	sintos
0.000267772	1.36276E-05	22011.41638	86.1328125	0.016365948	2.967579279	2.297148347	0.000267511	sintos
0.000408047	-3.06555E-05	21939.03451	43.06640625	0.020233018	2.551307097	2.361199682	0.000407648	sintos
0.000406711	1.53316E-05	22014.34804	43.06640625	0.020167651	2.613679104	2.585157205	0.000406314	sintos
0.000318313	9.15254E-05	21582.81745	43.06640625	0.018263212	2.298970506	2.751979726	0.000318002	sintos
0.000236861	-8.25398E-05	21597.76405	43.06640625	0.015788857	2.202789482	1.956927011	0.00023663	sintos
0.000185058	-3.31972E-05	21866.46939	129.1992188	0.013671284	2.520337837	2.063949926	0.000184878	sintos
0.000134048	0.000102017	21339.4689	0	0.012376463	3.494334984	2.547952179	0.000133917	sintos
0.00021914	-2.00641E-06	22079.22829	86.1328125	0.014796422	2.887584018	2.328303688	0.000218926	sintos
0.000354166	-0.000143924	21165.6896	43.06640625	0.019803937	2.424302249	1.937394809	0.00035382	sintos
0.000342309	5.25933E-05	21719.71981	129.1992188	0.018629034	2.436290305	2.589046982	0.000341975	sintos
0.000321839	0.000108653	21357.67134	86.1328125	0.018530858	3.058217603	2.828818778	0.000321525	sintos
0.000382066	-9.10269E-05	21451.7621	86.1328125	0.019925444	2.416113272	2.264236706	0.000381693	sintos
0.000553261	-5.62916E-05	21744.87745	43.06640625	0.0236347	1.983225386	2.541991599	0.000552721	sintos
0.000511349	0.000130644	21301.66941	43.06640625	0.023292383	2.171233854	3.035842945	0.00051085	sintos
0.00096272	-4.39328E-05	21932.9956	43.06640625	0.031068277	3.020063815	2.734281485	0.000961781	sintos
0.001370327	-9.4027E-05	21638.14355	43.06640625	0.037220969	2.472790223	2.453338756	0.00136899	sintos
0.00075452	9.33045E-05	21743.70196	43.06640625	0.027750589	2.721836782	2.790508846	0.000753784	sintos
0.000567542	8.30147E-05	21659.54669	86.1328125	0.024078613	1.919230672	2.711191271	0.000566988	sintos
0.000909325	-0.000148562	21272.58375	43.06640625	0.03081285	2.086197668	2.182633937	0.000908438	sintos
0.001101964	3.5645E-05	21954.7229	43.06640625	0.033214602	2.055357386	2.90073484	0.001100889	sintos
0.001524938	0.000122825	21459.59488	43.06640625	0.039388403	2.519012653	3.424898008	0.00152345	sintos
0.001408367	-0.000166363	21464.91018	43.06640625	0.038189447	1.951694755	2.870155427	0.001406993	sintos
0.000791228	-2.95863E-05	21954.71211	86.1328125	0.028144921	1.810192664	2.627180698	0.000790456	sintos
0.001007545	0.000195831	21120.55221	43.06640625	0.032830101	2.110045704	3.061853891	0.001006562	sintos
0.001160869	-4.7857E-05	21899.82894	43.06640625	0.034118053	2.226270128	2.512233509	0.001159736	sintos
0.001280331	-0.000227485	21033.29204	43.06640625	0.037082184	2.100249759	2.304298672	0.001279082	sintos
0.001452363	0.000191807	21326.53922	43.06640625	0.038973622	1.844418529	3.255422431	0.001450946	sintos
0.00178046	9.07927E-05	21769.74352	43.06640625	0.042356353	1.686680102	3.25211774	0.001778723	sintos
0.002092255	-0.000205453	21157.7123	43.06640625	0.046570267	1.546209184	2.669483908	0.002090214	sintos
0.003611471	4.15679E-05	22013.23289	86.1328125	0.060093123	5.814036614	3.357654202	0.003607947	sintos
0.003806973	0.000128108	21838.59297	43.06640625	0.061916858	5.087639713	3.566453912	0.003803259	sintos
0.001520076	-0.000110891	21612.81201	43.06640625	0.039260746	2.040418771	2.826583634	0.001518593	sintos
0.001094966	-5.42953E-05	21811.85234	86.1328125	0.033156182	2.406306535	2.66699995	0.001093898	sintos
0.001170239	9.1157E-05	21595.73151	43.06640625	0.034417257	1.832897645	2.854193665	0.001169097	sintos
0.000511306	6.23108E-05	21683.6073	86.1328125	0.022757882	2.556941891	2.814384028	0.000510807	sintos
0.000491086	-0.000124116	21320.0649	43.06640625	0.022783306	2.974581652	2.239633281	0.000490607	sintos
0.000564825	-5.03444E-05	21787.95485	43.06640625	0.023853978	2.8936077	2.580115088	0.000564274	sintos
0.000641155	0.000288922	20525.99368	0	0.028201804	2.342862433	3.496970756	0.000640529	sintos
0.001194925	-0.00012598	21476.74199	43.06640625	0.034972556	1.745826182	2.379105649	0.001193759	sintos
0.000878301	-0.000185811	21085.10357	43.06640625	0.030681951	1.813655719	2.324033817	0.000877444	sintos
0.000724003	0.000231734	21020.29093	43.06640625	0.028679331	1.789986687	3.17556556	0.000723297	sintos
0.001386994	5.49196E-05	21836.5934	86.1328125	0.037299688	2.415602752	2.951424723	0.00138564	sintos
0.001874065	-0.000283807	20633.2326	43.06640625	0.044968838	1.405236364	2.511527741	0.001872236	sintos
0.001741695	8.50117E-05	21746.84475	43.06640625	0.041874244	1.71144732	3.09746542	0.001739996	sintos
0.001254237	0.000157037	21391.79861	43.06640625	0.036036452	1.940926099	3.082814095	0.001253013	sintos
0.000938903	-0.000170464	21115.48912	43.06640625	0.031495004	2.001075299	2.258985943	0.000937987	sintos
0.000503496	9.69677E-05	21492.12456	43.06640625	0.022814425	2.528850345	2.86228468	0.000503005	sintos
0.00035743	8.54798E-06	22029.23022	43.06640625	0.018900187	2.717868466	2.496519726	0.000357082	sintos
0.000401283	-0.000120809	21212.47062	43.06640625	0.020687609	2.107959054	2.077181135	0.000400892	sintos
0.000313641	6.4222E-05	21686.55608	86.1328125	0.017914686	2.357576048	2.668964123	0.000313335	sintos
0.000215989	5.03412E-05	21753.68621	43.06640625	0.014847718	2.466626968	2.538917982	0.000215778	sintos
0.000297198	-9.02706E-05	21499.31749	43.06640625	0.017667834	2.287312	2.128722629	0.000296908	sintos
0.000347226	2.65566E-05	21941.10437	43.06640625	0.018660305	2.418471105	2.610262051	0.000346888	sintos
0.00023433	5.68813E-05	21749.14397	129.1992188	0.015492219	2.125687303	2.517708468	0.000234101	sintos
0.000739749	-3.80889E-05	21918.92181	215.3320313	0.027234743	4.488620011	2.375218692	0.000739027	sintos
0.00143426	-4.27922E-05	21927.01205	215.3320313	0.037898983	2.301204369	2.587233424	0.001432861	sintos
0.001351764	0.000139595	21613.36178	43.06640625	0.037237582	1.648262492	3.136980789	0.001350445	sintos
0.001108814	-3.84714E-05	21929.0611	43.06640625	0.033324518	2.006211545	2.705516814	0.001107732	sintos
0.000645531	-0.000172042	21350.81991	43.06640625	0.026447949	2.623398361	2.134897009	0.000644902	sintos
0.000633144	0.000203346	21199.38705	43.06640625	0.026630965	2.5152303	3.218210346	0.000632527	sintos
0.000995097	-3.1063E-05	21967.38631	43.06640625	0.031558126	2.828192206	2.727565018	0.000994126	sintos
0.000681256	-0.000108323	21675.29239	43.06640625	0.026504338	3.048360637	2.362155543	0.000680591	sintos
0.000534	0.00010641	21586.9557	344.53125	0.023547272	3.888109661	2.869377736	0.000533479	sintos
0.000611312	-5.62288E-05	21865.5008	344.53125	0.024832826	2.672273484	2.427464304	0.000610716	sintos
0.000650631	3.48511E-05	21934.85098	301.4648438	0.025537815	2.372277579	2.808628382	0.000649996	sintos
0.000757266	2.71414E-05	21979.53353	86.1328125	0.0275296	2.582408732	2.87256166	0.000756527	sintos
0.000758791	-3.43506E-05	21949.49089	43.06640625	0.027573894	2.505087143	2.689087046	0.000758051	sintos
0.000765826	-3.52448E-05	21963.20898	43.06640625	0.027701789	2.401655237	2.674451876	0.000765079	sintos
0.001501955	-4.43264E-05	21964.97819	43.06640625	0.038784486	3.577565034	2.865906736	0.001500489	sintos
0.002841501	0.000203225	21716.46217	344.53125	0.05398729	2.545088824	3.69990022	0.002838729	sintos
0.004408537	-0.000120948	21928.03621	387.5976563	0.066567138	2.667110776	3.33145302	0.004404236	sintos
0.007929485	-7.27932E-05	22019.69822	215.3320313	0.089059869	2.566451963	3.709076885	0.007921749	sintos
0.01305712	0.00017441	21935.13458	258.3984375	0.114462265	2.348774881	4.308687692	0.013044382	sintos
0.016407559	-0.000235971	21873.21709	215.3320313	0.128431709	2.339954673	4.145586056	0.016391552	sintos
0.016730288	2.39675E-06	22090.43139	215.3320313	0.129282564	2.583897709	4.426472345	0.016713966	sintos
0.016420022	0.000188957	21923.79954	215.3320313	0.128335389	2.377606807	4.586795657	0.016404003	sintos
0.014033513	-8.81326E-05	21991.72534	215.3320313	0.118468386	2.271469872	4.241576796	0.014019821	sintos
0.009536141	1.73401E-05	22063.64063	215.3320313	0.097608564	2.460406988	4.060551422	0.009526837	sintos
0.00647274	6.73156E-05	21953.17174	215.3320313	0.080462958	2.40530947	3.890681133	0.006466425	sintos
0.004412273	5.42615E-05	21962.58705	215.3320313	0.066435253	2.497937315	3.695001912	0.004407969	sintos
0.004653141	-3.26667E-05	22009.44721	215.3320313	0.068195511	2.339695367	3.559293674	0.004648602	sintos
0.006250203	-0.000187886	21687.69861	215.3320313	0.079420428	2.155795221	3.394027516	0.006244105	sintos
0.007506009	0.000125306	21824.92155	215.3320313	0.086763961	2.175734842	4.051350084	0.007498686	sintos
0.009084155	-1.87364E-05	22061.15546	215.3320313	0.095266592	2.199047533	3.995578005	0.009075292	sintos
0.010624482	-7.35646E-05	21964.12673	215.3320313	0.10307193	2.259259606	3.918070518	0.010614116	sintos
0.01204054	-8.56431E-06	22083.12153	430.6640625	0.109676252	2.338057388	3.974640403	0.012028793	sintos
0.01342371	-7.34925E-05	21994.52461	430.6640625	0.1158463	2.267206364	3.846062292	0.013410614	sintos
0.014090409	0.00013156	21948.88034	430.6640625	0.118775855	2.373729946	4.062113412	0.014076663	sintos
0.015826624	9.13419E-05	21992.54394	387.5976563	0.125805829	2.145160395	4.144443803	0.015811183	sintos
0.015421143	-8.85634E-05	22015.7047	387.5976563	0.124180024	2.173244719	3.993034692	0.015406098	sintos
0.014011966	-2.09629E-05	22073.68885	387.5976563	0.118318212	2.297128548	3.969313305	0.013998296	sintos
0.015050401	6.67523E-05	22019.0532	387.5976563	0.122657178	2.288502844	4.008679268	0.015035718	sintos
0.014106806	2.03522E-05	22076.72094	387.5976563	0.118717196	2.532852018	3.971174013	0.014093043	sintos
0.014368673	0.000113363	21991.50937	387.5976563	0.119911718	3.125805561	4.224933061	0.014354655	sintos
0.017096	-0.000195338	21914.86286	602.9296875	0.130948384	2.857009963	4.092584013	0.017079321	sintos
0.015373086	-8.68503E-05	22012.97899	387.5976563	0.123984351	2.970598404	4.139265922	0.015358088	sintos
0.011621315	0.000159997	21935.3287	387.5976563	0.107976053	3.629481183	4.345224562	0.011609978	sintos
0.010716173	4.09226E-05	22052.69541	387.5976563	0.103482167	3.598944669	4.195319246	0.010705719	sintos
0.010711174	-0.00013916	21919.72767	387.5976563	0.103615725	2.887563749	3.935080369	0.010700724	sintos
0.009799777	-2.26803E-06	22089.63766	387.5976563	0.098945608	2.534914054	3.967730107	0.009790216	sintos
0.00842569	-4.08138E-06	22085.33914	387.5976563	0.091746991	2.216225761	3.812199537	0.008417469	sintos
0.008107352	-7.22983E-05	21983.5409	387.5976563	0.090049056	2.328293118	3.646088862	0.008099443	sintos
0.008008922	0.00026024	21654.65938	387.5976563	0.090148905	2.526398837	4.026957662	0.008001108	sintos
0.006888639	-6.45556E-06	22079.01423	387.5976563	0.082957966	2.548337048	3.752873623	0.006881918	sintos
0.005172362	-0.000328319	21451.55241	387.5976563	0.073254325	2.500097458	3.05444342	0.005167316	sintos
0.00340821	9.15832E-05	21894.25184	172.265625	0.05848189	3.12786104	3.611623743	0.003404885	sintos
0.001437376	0.000111197	21634.99092	43.06640625	0.038195915	3.656480936	3.365550136	0.001435974	sintos
0.001027055	-0.000136055	21383.3951	43.06640625	0.032559243	2.869153068	2.618085329	0.001026053	sintos
0.000930789	8.43197E-05	21670.91147	129.1992188	0.030710193	1.694726695	2.893829093	0.000929881	sintos
0.000941699	1.97287E-05	22041.59206	172.265625	0.030684507	5.384241311	2.766410557	0.00094078	sintos
0.002248393	3.20714E-05	22039.40012	172.265625	0.047413941	3.997133686	3.011958927	0.002246199	sintos
0.007308299	5.05569E-05	22032.16758	387.5976563	0.085475823	3.099067163	3.730902544	0.007301169	sintos
0.016816981	-4.80373E-05	22053.57305	430.6640625	0.129632271	2.397539843	4.073299031	0.016800574	sintos
0.019019355	-0.000143919	21972.52636	430.6640625	0.137978275	2.354253356	3.983589565	0.019000799	sintos
0.014428556	5.79342E-05	22047.9828	430.6640625	0.12008599	2.599527301	4.115938726	0.014414479	sintos
0.010258467	5.95867E-05	22025.12151	215.3320313	0.101268572	2.703267087	4.24704712	0.010248459	sintos
0.005719073	7.2937E-05	21998.97623	387.5976563	0.075649215	3.234202727	3.970000618	0.005713494	sintos
0.004098041	4.62032E-05	21991.96675	387.5976563	0.064016308	2.711497257	3.673017928	0.004094043	sintos
0.003910047	-0.000102219	21891.83306	215.3320313	0.062658448	2.649132965	3.315306231	0.003906232	sintos
0.00312935	-9.61196E-05	21826.21982	172.265625	0.05606452	2.854646041	2.773818603	0.003126297	sintos
0.003182319	-6.60108E-05	21901.19692	86.1328125	0.056460371	2.567561263	2.906021955	0.003179214	sintos
0.002729969	0.000242113	21182.26283	43.06640625	0.053256454	1.992738916	3.616303667	0.002727306	sintos
0.001938197	4.00978E-05	21957.54593	86.1328125	0.044036757	1.868031821	2.987225977	0.001936306	sintos
0.001965105	-8.70938E-05	21783.35	215.3320313	0.044462668	2.071977893	3.030724076	0.001963188	sintos
0.00228842	8.08935E-05	21896.58632	215.3320313	0.047937721	2.647505164	3.500080834	0.002286188	sintos
0.003537806	-4.2457E-05	21991.35972	215.3320313	0.059476894	2.702479492	3.607094962	0.003534355	sintos
0.00392742	-9.50629E-05	21919.93397	215.3320313	0.062773058	2.710383362	3.643338586	0.003923588	sintos
0.003116594	5.36078E-05	21990.86722	215.3320313	0.055845924	2.881948414	3.591251335	0.003113554	sintos
0.002855314	-3.02747E-06	22088.47259	215.3320313	0.05340912	2.478511377	3.420270317	0.002852529	sintos
0.002764416	-6.81564E-05	21938.90182	215.3320313	0.052637518	2.591581721	3.360985717	0.002761719	sintos
0.002545312	6.0149E-05	21950.73885	172.265625	0.050494523	2.748589174	3.472690631	0.002542828	sintos
0.002603358	2.17267E-05	22041.0756	387.5976563	0.051006043	2.951991246	3.378872407	0.002600818	sintos
0.002453075	-2.46165E-05	22028.18364	43.06640625	0.049516273	2.853131495	3.315391122	0.002450682	sintos
0.00167842	3.37401E-05	21998.86565	172.265625	0.040974119	2.586057553	3.317524549	0.001676782	sintos
0.001167905	-0.000166364	21424.88962	43.06640625	0.034907018	2.020953412	2.62293768	0.001166765	sintos
0.00090914	9.39764E-06	22042.98989	43.06640625	0.030140438	2.045749923	2.959481205	0.000908253	sintos
0.000391645	0.00016724	21101.52727	43.06640625	0.021053616	2.647703905	3.08681682	0.000391263	sintos
0.000323074	-7.02175E-06	22042.71334	129.1992188	0.017967735	1.91465056	2.355813462	0.000322759	sintos
0.000495347	-0.000183076	21002.55001	86.1328125	0.023593014	2.695315547	1.897426394	0.000494864	sintos
0.000729856	9.38559E-05	21515.8877	43.06640625	0.027304784	2.718219314	2.922114521	0.000729144	sintos
0.000488405	0.000185313	20904.79929	43.06640625	0.023486012	2.537204006	3.143489022	0.000487928	sintos
0.000519399	-0.000196003	21249.07048	129.1992188	0.024287949	2.488049778	2.106584482	0.000518892	sintos
0.000632142	6.30486E-05	21890.06218	43.06640625	0.025278097	2.985603102	2.97669307	0.000631525	sintos
0.000663651	5.73646E-05	21957.995	43.06640625	0.025868908	3.111232313	2.94789342	0.000663003	sintos
0.00097084	-0.000129349	21896.98465	43.06640625	0.031637626	2.815851676	2.589796386	0.000969892	sintos
0.00189798	0.000125791	21965.03549	43.06640625	0.043879752	3.097454782	3.476104891	0.001896129	sintos
0.003491438	1.0819E-05	22083.72119	43.06640625	0.059061651	3.131314775	3.39836436	0.003488031	sintos
0.004093728	-0.000176545	21952.59296	43.06640625	0.064404881	3.210988218	3.10144784	0.004089734	sintos
0.003109346	7.12486E-05	22031.46916	86.1328125	0.055821453	3.210360496	3.520350235	0.003106313	sintos
0.001902638	3.10262E-05	22060.89724	86.1328125	0.043617446	3.084047507	3.167129599	0.001900782	sintos
0.001668983	-0.00010257	21983.71815	11584.86328	0.04106874	3.487175958	2.783199835	0.001667354	sintos
0.002237105	0.000113042	21987.17507	43.06640625	0.047525653	3.11040211	3.369109504	0.002234923	sintos
0.002366851	8.67572E-05	22013.15475	86.1328125	0.048769805	3.08017444	3.309063707	0.002364542	sintos
0.003340466	-8.79869E-05	22016.26709	43.06640625	0.057889125	4.263205435	3.23349212	0.003337207	sintos
0.004722689	0.000136602	21930.90762	86.1328125	0.068939933	2.937239009	3.767027339	0.004718082	sintos
0.003319338	-2.58002E-05	22044.32024	86.1328125	0.057595962	2.041129426	3.195660172	0.003316099	sintos
0.001133901	-0.000231206	21450.62531	43.06640625	0.035082551	2.538151141	2.258199481	0.001132795	sintos
0.001964472	-0.000132731	21666.81946	43.06640625	0.044666461	2.337070914	2.744519497	0.001962556	sintos
0.004468087	0.000134564	21802.6237	86.1328125	0.067059023	1.755475794	3.479018309	0.004463728	sintos
0.00455557	0.000197082	21337.12947	43.06640625	0.06799887	1.92551443	3.670392939	0.004551126	sintos
0.002161042	-0.000114933	21745.76801	43.06640625	0.046731773	2.572227984	2.969914721	0.002158933	sintos
0.000608233	-1.83853E-05	22007.99813	86.1328125	0.024661898	2.638341516	2.71673714	0.00060764	sintos
0.001098525	-8.99789E-06	22056.43655	86.1328125	0.033130443	2.226584781	2.987437122	0.001097453	sintos
0.001832796	6.73089E-05	21792.68743	43.06640625	0.042888838	1.852062046	3.354390683	0.001831008	sintos
0.001145781	7.10754E-05	21828.48005	43.06640625	0.033967348	2.653674452	2.90738971	0.001144663	sintos
0.002246348	-0.000111678	21845.33176	215.3320313	0.04760958	4.643874601	2.612566992	0.002244157	sintos
0.005676483	-5.13212E-05	22005.3212	215.3320313	0.075340183	2.745612113	3.376989596	0.005670945	sintos
0.008464325	7.10194E-05	21982.80994	215.3320313	0.092010476	2.381435557	3.858863616	0.008456067	sintos
0.009809897	0.000142324	21865.16464	215.3320313	0.099177425	2.355407735	3.996911851	0.009800327	sintos
0.012665101	-9.63024E-06	22080.90673	430.6640625	0.112484914	2.28566642	3.872410362	0.012652745	sintos
0.015009787	-1.99572E-05	22067.14619	430.6640625	0.122458013	2.172992027	3.928695652	0.014995143	sintos
0.015085581	-4.73456E-05	22041.36727	430.6640625	0.122778582	2.131636768	3.923998194	0.015070864	sintos
0.013240569	-5.77648E-05	22029.0933	430.6640625	0.115037411	2.128191623	3.883946837	0.013227651	sintos
0.010635591	0.000113607	21976.86629	387.5976563	0.103194191	2.332279666	3.946213427	0.010625215	sintos
0.011281771	-4.44047E-05	22043.41634	387.5976563	0.106179075	2.166924993	3.820586265	0.011270764	sintos
0.01140502	-0.000143767	21931.86352	387.5976563	0.106924319	2.241181703	3.750415524	0.011393893	sintos
0.010787347	5.54503E-05	22025.16371	387.5976563	0.103841759	2.522287803	4.024054898	0.010776822	sintos
