variance	energy	centroid	frequency	RMS	KURTOSIS	ENTROPIA	MOMENTO	target
0.013317889	-0.000193674	21825.1391	215.3320313	0.115645731	2.267076893	3.830704244	0.013304896	sintos
0.01326271	2.66502E-05	22059.03219	430.6640625	0.115113913	2.34230932	3.947549357	0.013249771	sintos
0.012414348	3.72483E-05	22045.21695	430.6640625	0.111376813	2.23060586	3.929651319	0.012402236	sintos
0.011345463	2.93927E-05	22060.31175	430.6640625	0.106469436	2.344592207	3.853112727	0.011334395	sintos
0.011485689	-2.37907E-06	22090.8938	215.3320313	0.107119039	2.234643535	3.8495885	0.011474483	sintos
0.010697038	0.000127112	21958.78215	430.6640625	0.103519252	2.308157624	4.002270403	0.010686602	sintos
0.01044404	-0.000180618	21887.77542	430.6640625	0.102442585	2.28724218	3.727270556	0.01043385	sintos
0.011330283	-0.000145653	21918.70707	430.6640625	0.106574941	2.328490397	3.749933941	0.011319229	sintos
0.010235847	0.000366641	21554.22692	430.6640625	0.102324959	2.469904945	4.22157001	0.010225861	sintos
0.010352316	8.61545E-05	21968.62006	430.6640625	0.101763249	2.193056503	4.013175078	0.010342216	sintos
0.009185031	-0.000252164	21773.50077	430.6640625	0.096407271	2.378860057	3.687656936	0.00917607	sintos
0.008989453	4.4281E-05	22028.41728	430.6640625	0.094786576	2.508048222	3.968310441	0.008980683	sintos
0.00813269	9.74828E-05	21950.47123	430.6640625	0.090238278	2.553250202	4.036344202	0.008124756	sintos
0.006729464	-9.76721E-05	21976.97885	430.6640625	0.082104139	2.897480167	3.752158976	0.006722899	sintos
0.006754408	6.73902E-05	21994.87767	215.3320313	0.082197224	2.997900558	4.04783868	0.006747818	sintos
0.006777746	1.58663E-05	22076.74863	215.3320313	0.082289407	3.54424421	3.909236809	0.006771134	sintos
0.007185731	-0.000161724	21866.37822	602.9296875	0.085012311	3.020577521	3.607840435	0.007178721	sintos
0.006262821	-8.40808E-06	22083.5455	602.9296875	0.07909987	2.824694518	3.710512938	0.006256711	sintos
0.005134327	9.32204E-05	21955.1475	602.9296875	0.071733762	3.037854046	3.726686024	0.005129318	sintos
0.004854023	-0.000219078	21751.73288	215.3320313	0.070269601	2.916466744	3.269875502	0.004849287	sintos
0.004426661	0.000122256	21889.0445	215.3320313	0.066711596	2.683284909	3.61623735	0.004422343	sintos
0.003253748	0.000143761	21787.69239	215.3320313	0.057347275	3.125845677	3.621358657	0.003250574	sintos
0.002561979	-0.000108133	21843.02554	215.3320313	0.050808245	3.057306498	2.969403929	0.00255948	sintos
0.002214024	5.83656E-05	21871.26268	86.1328125	0.047097209	2.204555996	3.064029207	0.002211864	sintos
0.001273127	3.88894E-06	22082.9445	86.1328125	0.035663852	2.403233387	2.900411645	0.001271885	sintos
0.000940001	-6.67382E-05	21741.48581	43.06640625	0.030779774	2.444491263	2.653287227	0.000939084	sintos
0.00096888	0.000177239	21371.91009	43.06640625	0.03203899	2.485650561	3.205033536	0.000967935	sintos
0.002958496	-2.26292E-05	22039.00763	43.06640625	0.054374061	3.568578887	3.160679336	0.00295561	sintos
0.002656752	-9.87434E-05	21836.89071	43.06640625	0.051695006	4.287718325	3.012276888	0.00265416	sintos
0.00055986	0.000116371	21451.80091	43.06640625	0.024178554	2.391386013	3.072043455	0.000559314	sintos
0.000403413	-8.49551E-05	21607.43275	86.1328125	0.020407072	2.218892162	2.200631342	0.00040302	sintos
0.000165946	-9.15372E-05	21592.51994	86.1328125	0.013465088	2.520524858	1.719387804	0.000165784	sintos
0.000452313	0.000155252	21358.2439	43.06640625	0.022285023	2.671624704	2.92751037	0.000451871	sintos
0.001446965	-6.94025E-05	21871.05178	43.06640625	0.038136163	3.725431732	2.914147265	0.001445553	sintos
0.001997983	-0.000193354	21525.8843	43.06640625	0.045449405	2.678574674	2.7309821	0.001996034	sintos
0.001584352	0.000118309	21596.81115	43.06640625	0.040113108	2.182098264	3.309333211	0.001582806	sintos
0.001019734	1.04638E-05	22053.53759	43.06640625	0.031920363	2.845624895	2.729729557	0.001018739	sintos
0.001333993	1.98702E-05	22018.37484	215.3320313	0.03651624	2.586833575	2.953600602	0.001332691	sintos
0.001784581	-1.96272E-05	22035.96501	215.3320313	0.042232585	2.142233109	3.047755592	0.00178284	sintos
0.001698065	-5.64326E-06	22084.17661	43.06640625	0.041188143	2.624448899	3.094054753	0.001696409	sintos
0.001961079	1.97227E-05	22072.86772	43.06640625	0.044269917	3.157831203	3.227790448	0.001959166	sintos
