variance	energy	centroid	frequency	c5	c6	c7	c8	c9	c10	target
0.055098308	304.9074466	3536.365073	2.791044031	0.130684587	0.296242918	3.853797061	-0.000161374	679.56	169.4786634	contos
0.10930029	268.1806154	2279.058122	2.786011971	0.219079255	0.189651688	2.027685148	-0.000728208	425.72	240.6274846	contos
0.150322266	268.1806154	2008.244355	3.155244075	0.260578774	0.153181916	3.398152035	-0.001043339	369.24	121.0014202	contos
0.128266308	252.0460819	1761.177271	3.275516166	0.439350784	0.140670987	3.005677551	-0.000758954	408.18	108.1355291	contos
0.094644901	235.9115484	1368.062092	3.239560215	0.339888978	0.15324042	5.377526344	-0.000612465	399.86	38.94037807	contos
0.076364197	271.5250449	1463.931971	3.148580308	0.088998853	0.150369987	4.626189156	-0.000516453	389.01	48.34975779	contos
0.057835965	309.0005724	1641.037347	3.195314527	0.057267136	0.228952599	1.633658884	-0.000384943	455.64	137.4497667	contos
0.298403462	235.0732139	5603.184743	3.075546499	0.345966291	0.554669067	14.07246576	-0.001804437	455.05	209.9101446	contos
0.310250222	248.7278647	6224.203453	3.081183807	0.141035994	0.55253544	11.27262537	-0.00121247	606.18	226.147221	contos
0.282188037	235.0732139	6252.37478	3.064254791	0.186341269	0.636199044	10.82122652	-0.000833049	593.9	251.3049661	contos
0.201880806	233.614442	6118.58005	3.059682018	0.226930222	0.654080944	11.86651717	-0.000412498	657.05	138.947858	contos
0.176450517	221.0857924	4764.01393	3.047666043	0.170975353	0.405417055	5.805557323	-0.000728317	542.78	310.2812093	contos
0.184155033	213.4453641	3099.367856	3.046864688	0.192898992	0.224626819	6.38841925	-0.001531852	427.65	188.0288667	contos
0.128928745	232.3169485	4013.045605	3.184110512	0.228604409	0.313657726	2.522276722	-0.000510357	805.14	317.1649296	contos
0.090632344	238.4079824	5048.767305	3.111056536	0.219947924	0.386806514	5.018857898	-0.000271933	655.56	211.8184317	contos
0.05700027	228.8184518	5013.936765	3.102386557	0.210317382	0.460400297	6.103632715	-0.000228104	645.27	137.8039408	contos
0.081061074	225.666861	4046.721351	3.055779568	0.087103793	0.429457754	4.841570609	-0.000309255	428.31	508.6376703	contos
0.178059848	226.6013009	2918.319984	3.057330443	0.153502842	0.244265707	5.782358386	-0.001217937	450.66	151.5798199	contos
0.176568999	218.861473	2386.610504	3.089675965	0.134176363	0.226159076	8.539580455	-0.001201337	448.17	71.79985627	contos
0.085374973	192.4952201	2227.281725	3.067802175	0.253215518	0.260176801	8.755874079	-0.00047005	502.48	31.93697685	contos
0.044399747	194.3101962	1804.735958	3.055109231	0.211718128	0.27557822	4.510191412	-0.000237065	463.45	77.70777013	contos
0.091747319	214.5151181	4905.099662	3.151920113	0.093652913	0.408580665	10.82452214	-0.000592776	877.7	73.50999904	contos
0.119083046	231.4668943	4555.330696	3.097805078	0.220247935	0.382346668	10.15652343	-0.000730903	976.06	34.36221346	contos
0.136731594	214.5151181	4477.606945	3.068927556	0.127459116	0.314290758	9.277028199	-0.000819885	1023.79	38.54393013	contos
0.140328509	252.8465845	4155.150955	2.987489268	0.154637138	0.335489857	8.224166396	-0.000710076	1023.74	19.10503233	contos
0.128230784	248.4186706	4056.606704	3.042298686	0.136923753	0.304394219	9.131677136	-0.00071395	1014.7	22.19676644	contos
0.100820332	261.0632087	4357.939987	3.028946818	0.26603659	0.324852936	10.35520383	-0.000545198	960.65	29.45327383	contos
0.081820171	270.286712	4164.806279	2.976901385	0.192402386	0.318405511	9.418377413	-0.00058302	922.92	110.1745603	contos
0.064828433	271.1921598	4122.001116	3.018034155	0.171625387	0.380172431	7.508838056	-0.000489196	841.82	161.4268933	contos
0.042727294	310.3376081	4747.316441	3.02857695	0.178720092	0.412240272	9.492714246	-0.000265035	711.67	94.92348876	contos
0.050929773	151.6718146	4348.114403	3.108926028	0.276614171	0.4832416	6.853844476	-0.000160912	1037.1	257.0458474	contos
0.101060719	158.7037493	1946.852779	3.096128276	0.196050259	0.194717719	5.469341164	-0.00083089	363.78	257.0312873	contos
0.09883408	163.7203556	1567.700224	3.106502255	0.232863645	0.152623454	7.847122872	-0.000733624	434.39	54.78407442	contos
0.050094876	171.86723	2233.568161	3.053183401	0.271039168	0.25357526	8.736366457	-0.000210908	438.23	38.97935836	contos
0.611849423	266.8312799	3184.104224	3.735743607	0.308653691	0.495718645	5.017261735	-0.004149269	490.88	376.2152792	contos
0.809476862	286.2409365	3109.807138	3.661142271	0.246056746	0.532654715	6.51580753	-0.005603697	616.72	409.8512379	contos
0.84864665	296.963407	2805.171924	3.720370709	0.126569991	0.494664397	8.311407877	-0.005473407	634.35	112.0306034	contos
0.850673833	293.2408305	2873.205512	3.963646019	0.123787313	0.45952527	9.574142512	-0.004739354	604.72	73.57945393	contos
0.848462482	324.7698288	2671.703644	4.418400874	0.285359573	0.495143622	10.40010917	-0.004889454	557.67	44.40701266	contos
0.865605244	335.3443016	2143.843046	4.512914856	0.346632798	0.344598175	13.98907238	-0.004507178	507.38	15.38047873	contos
0.041949436	292.8267842	1891.564236	3.420319937	0.4079536	0.403994956	3.430058446	-0.000610044	501.13	345.1574039	sintos
0.047413191	274.0633558	1848.397185	3.373656258	0.44655064	0.379753053	4.953958602	-0.000721329	545.75	477.4105286	sintos
0.04818891	267.9989616	1740.998311	3.461871445	0.520189764	0.343842454	5.277999307	-0.00074891	666.14	163.3389708	sintos
0.050003522	240.9907597	1660.913651	3.515284844	0.569607416	0.285837851	4.815248172	-0.000773121	681.58	372.2188011	sintos
0.044794742	226.0583113	1803.370686	3.547702522	0.448314936	0.293339218	5.01560836	-0.000738277	465.56	402.9053047	sintos
0.041835562	271.2648697	2016.532738	3.455540981	0.603020584	0.44317152	3.711227185	-0.000592844	661.8	278.1512033	sintos
0.047808204	257.3533632	1871.086144	3.564414278	0.652420729	0.38172191	5.004779279	-0.000724492	610.34	231.8607114	sintos
0.046260214	231.0450836	1883.586363	3.572520539	0.635774435	0.41188019	4.587304155	-0.000629808	695.04	229.172241	sintos
0.041762242	242.6367755	1690.985306	3.522517232	0.580830037	0.369314451	3.847980991	-0.000751403	713.6	240.0552029	sintos
0.046911259	287.2543727	1880.971867	3.507893626	0.63207954	0.434493389	3.071708654	-0.000526093	791.4	309.76226	sintos
0.054601056	288.0921777	1743.919668	3.54265278	0.590047851	0.372586094	2.684565274	-0.000773921	622.71	280.011823	sintos
0.059377891	295.5337658	1938.490572	3.537063033	0.468437915	0.411022839	3.605780391	-0.000725899	643.32	191.1187173	sintos
0.058107121	283.3929149	1971.71534	3.532720545	0.402083538	0.386012655	4.739598212	-0.000819036	576.35	190.5616606	sintos
0.053967016	293.2120072	2002.27482	3.52625073	0.245224355	0.388858675	4.85466246	-0.000732757	649.12	303.6405355	sintos
0.057307796	274.0860088	2066.982056	3.590587401	0.443552796	0.397898962	5.063561582	-0.000721266	583.35	120.3576695	sintos
0.056837929	293.5633898	2081.047733	3.670848699	0.480479636	0.405555622	4.305194387	-0.000747836	662.51	277.3714559	sintos
0.046165093	333.5172779	2331.239674	3.730092342	0.467714755	0.464998712	6.80192399	-0.00063736	781.91	138.7558822	sintos
0.044391707	291.1865301	2279.095889	3.769743845	0.449803394	0.470170435	6.016854032	-0.000561413	2250.86	540.8664875	sintos
0.053356857	270.926292	2082.78417	3.696001139	0.412278395	0.409267514	7.862319661	-0.000835594	720.97	186.7451414	sintos
0.059018439	269.6375575	1911.030346	3.716863888	0.563628087	0.336762143	5.716292628	-0.000944151	611.97	190.5562642	sintos
0.05364111	269.9657243	2009.654269	3.749433882	0.550170086	0.428757012	7.068159276	-0.00080494	661.56	178.9569643	sintos
0.043030138	270.382623	2214.745366	3.723400419	0.480291435	0.43144153	6.208332179	-0.000567527	610.4	256.9491171	sintos
